,channel,pick 1618407268.26,uncertainty,snr 3.0809164129701005
0,195.0,,,1.5610169906
1,196.0,111.5,0.0242767492828,3.72586617278
2,197.0,111.578571429,0.0250786138201,2.59999148282
3,198.0,112.057142857,0.0254822691761,2.0231889533
4,199.0,113.435714286,0.0230570530379,5.83626633602
5,200.0,112.814285714,0.0207410871488,6.27764630523
6,201.0,113.792857143,0.0207064576209,2.79758406534
7,202.0,114.571428571,0.0991242051928,3.19721093546
8,203.0,114.15,0.0741152099928,1.5945797674
9,204.0,115.428571429,0.0235068131178,2.52313766223
10,205.0,117.307142857,0.0242644620097,6.9254995586
11,206.0,117.985714286,0.026678130002,2.84316864732
12,207.0,118.264285714,0.026371661316,1.71973594133
13,208.0,118.142857143,0.0247815898211,2.16837830906
14,209.0,119.621428571,0.0251628096976,5.24963187836
15,210.0,120.1,0.0245494677972,2.44717843386
16,211.0,121.778571429,0.0256172789755,2.62531087139
17,212.0,122.557142857,0.0243048623737,3.01778295827
18,213.0,123.235714286,0.0239386680568,4.17216660166
19,214.0,124.214285714,0.0273464682086,2.3861380835
20,215.0,124.792857143,0.0278113138147,2.17177924081
21,216.0,127.222718702,,1.2006848956
22,217.0,,,1.79713340737
