,channel,pick 1620334354.35,uncertainty,snr 12.840513413040654
0,833.0,,,2.06660890891
1,834.0,363.504159457,0.0687882557066,1.23490757489
2,835.0,362.828571429,0.0870178983845,1.65781092699
3,836.0,361.107142857,0.0896483201706,1.59251237867
4,837.0,361.085714286,0.150860368888,1.84549672352
5,838.0,360.091724347,0.155097836703,0.875090431993
6,839.0,359.564285714,0.159335304517,1.67761183033
7,840.0,360.742857143,0.107899283688,1.51636136747
8,841.0,360.031815811,0.11188536949,1.15842272529
9,842.0,359.355119373,0.0784377434723,1.24623849367
10,843.0,360.378571429,0.0728838263997,2.65051141876
11,844.0,359.103262222,0.195491336423,1.01047719886
12,845.0,357.657142857,0.318098846446,2.54364267782
13,846.0,354.478571429,0.147408493799,1.62497686102
14,847.0,351.8,0.0749524234651,2.6603311669
15,848.0,351.019488391,0.0709952183859,1.37984960949
16,849.0,350.107142857,0.063260579978,2.0953149292
17,850.0,348.385714286,0.0691975615644,4.2416264147
18,851.0,347.264285714,0.112376559127,1.95272907481
19,852.0,346.942857143,0.17905796145,2.46796188451
20,853.0,346.821428571,0.128785964269,1.80486736155
21,854.0,347.8,0.0641267756161,3.18456607646
22,855.0,346.678571429,0.0648999571953,2.46954159791
23,856.0,345.973194203,0.0653783458727,0.994598355765
24,857.0,345.657142857,0.0658567345501,3.80255703672
25,858.0,344.508348319,0.065838341523,1.01703260856
26,859.0,343.235714286,0.0658199484959,1.92865600451
27,860.0,342.680341408,0.069892301301,0.965611356889
28,861.0,342.209716829,0.0739646541061,0.798000991687
29,862.0,341.590781454,0.0780370069113,1.42510455658
30,863.0,340.542857143,0.0762090994326,1.91854550821
31,864.0,339.121428571,0.0654133801991,2.95348688815
32,865.0,339.0,0.0846103115095,2.7003647266
33,866.0,338.045672934,0.0827734967739,1.41078017934
34,867.0,338.407142857,0.0688696741355,2.69573421291
35,868.0,338.185714286,0.156409735319,2.26044336201
36,869.0,335.99789799,0.466300377243,1.1474059547
37,870.0,337.405597664,0.160720878162,1.48150768736
38,871.0,334.683712791,0.0751790166035,1.34443930001
39,872.0,332.535714286,0.0651768515041,9.74758487342
40,873.0,331.314285714,0.0728789564786,2.68947513529
41,874.0,330.492857143,0.074250142318,2.73803501407
42,875.0,330.371428571,0.160744993589,3.18230086104
43,876.0,330.85,0.109743852687,2.60393463199
44,877.0,330.628571429,0.265872561264,1.81205235588
45,878.0,328.414672537,0.249617876503,0.486378825379
46,879.0,325.474211309,0.233363191742,1.31040946457
47,880.0,326.478571429,0.0697126044236,2.61289018439
48,881.0,325.957142857,0.071086710826,6.45978383765
49,882.0,325.235714286,0.202525930613,2.13827520955
50,883.0,322.60188373,0.137731797739,1.14200978156
51,884.0,322.685714286,0.0694722760822,2.65842792818
52,885.0,321.564285714,0.0670090030906,2.78627588445
53,886.0,320.157116298,0.0674951532069,1.00859724954
54,887.0,318.742857143,0.0679813033231,2.44900223085
55,888.0,317.921428571,0.0900593874574,2.28461906915
56,889.0,317.0,0.0984854800763,2.61417907614
57,890.0,315.678571429,0.072251699469,1.50668223378
58,891.0,314.457142857,0.0650418470582,3.76158516433
59,892.0,315.135714286,0.0583483382205,2.36841998382
60,893.0,314.298725506,0.120846444934,1.22296674244
61,894.0,312.342857143,0.0837026385335,2.05259448478
62,895.0,312.092087662,0.0752695125336,0.938013111408
63,896.0,311.621428571,0.0668363865337,3.18539906698
64,897.0,310.3,0.08875015456,5.10377319502
65,898.0,310.578571429,0.0938466725369,1.9304625037
66,899.0,308.257142857,0.065249544923,4.32259098683
67,900.0,307.135714286,0.0894697319819,3.08935289762
68,901.0,306.402351252,0.0905862045069,1.29668749795
69,902.0,304.742857143,0.0823213720564,2.52497072794
70,903.0,303.893177383,0.0852573134118,1.34531820299
71,904.0,302.95,0.0672004516335,1.91447251832
72,905.0,302.028571429,0.067922049832,4.58750800877
73,906.0,300.755938606,0.0699355089327,0.557173622087
74,907.0,299.595044827,0.0719489680334,0.759224827531
75,908.0,298.807142857,0.0739624271341,2.95388010203
76,909.0,298.585714286,0.0927070728589,2.91202691302
77,910.0,298.185322857,0.103202203277,0.86016711041
78,911.0,297.764285714,0.113697333695,2.50383070923
79,912.0,297.342857143,0.0670916507002,5.62893176051
80,913.0,296.221428571,0.0760211593423,6.0929751816
81,914.0,295.311864202,0.102290739358,1.48246208364
82,915.0,294.65128383,0.0814384982912,1.33950375248
83,916.0,292.857142857,0.0752297446649,3.89200078346
84,917.0,292.735714286,0.0792360626399,8.39675953759
85,918.0,291.746364744,0.0973099321651,0.974218641048
86,919.0,290.914285714,0.11538380169,2.6666618975
87,920.0,289.622349303,0.119479137058,0.747386606963
88,921.0,288.092857143,0.123574472426,3.07501659537
89,922.0,288.671428571,0.104861560211,3.01438130347
90,923.0,286.572730381,0.161538023611,1.45966874888
91,924.0,285.678571429,0.200444145431,16.4768480996
92,925.0,285.1,0.114821075983,2.59800158778
93,926.0,284.978571429,0.118173301629,1.90620429147
94,927.0,284.157142857,0.112278264416,5.23036128192
95,928.0,282.247475383,0.111140865412,1.47347639784
96,929.0,280.264285714,0.0822319831206,2.89240129323
97,930.0,280.242857143,0.0755027336552,3.71153187081
98,931.0,280.421428571,0.108312732749,3.07915093542
99,932.0,279.497514906,0.118077201537,1.42625845611
100,933.0,278.528571429,0.076243469605,7.88515323207
101,934.0,277.507142857,0.0778170050945,3.51036571974
102,935.0,276.085714286,0.143231384512,9.20473445333
103,936.0,274.14666006,0.150481137086,1.49996222408
104,937.0,271.335714286,0.0749676855919,4.70299552722
105,938.0,269.914285714,0.0720705996864,15.0072051977
106,939.0,268.892857143,0.0709979823751,6.59403519335
107,940.0,268.471428571,0.0698981410034,14.6275672807
108,941.0,266.55,0.0732683997908,10.5132942398
109,942.0,267.128571429,0.0727761009673,3.10096011971
110,943.0,264.707142857,0.0684979144705,15.9900028373
111,944.0,263.632528666,0.0688304123594,0.757461358914
112,945.0,262.885714286,0.0691629102484,11.4350663129
113,946.0,261.864285714,0.0684237681693,6.46306480008
114,947.0,260.442857143,0.0727429455701,17.1917029344
115,948.0,259.521428571,0.0731623903308,7.2937610022
116,949.0,258.1,0.0699412855996,20.4542666127
117,950.0,257.878571429,0.0704488867762,3.03557446762
118,951.0,255.857142857,0.066763994029,36.636302097
119,952.0,254.835714286,0.0670484465648,15.8452456345
120,953.0,255.214285714,0.0675935204476,21.2068197707
121,954.0,254.092857143,0.0687710079763,25.6406915557
122,955.0,253.171428571,0.0689102701904,21.2468972992
123,956.0,252.05,0.0693916162985,24.4975249304
124,957.0,251.228571429,0.0706626401117,13.6822659927
125,958.0,249.807142857,0.0708409059848,2.49407350358
126,959.0,248.385714286,0.0679595797927,12.0775284052
127,960.0,247.464285714,0.0684595787003,10.4023297912
128,961.0,246.242857143,0.0689456840213,27.2712043162
129,962.0,245.321428571,0.0697840105651,19.9662312558
130,963.0,244.0,0.0711932138326,5.33987006681
131,964.0,242.978571429,0.0691373163217,13.1021792069
132,965.0,241.857142857,0.0734721408361,14.4024853919
133,966.0,241.135714286,0.078098980488,5.13978513021
134,967.0,239.714285714,0.0742083659744,2.59010840643
135,968.0,239.292857143,0.0780266595155,38.8809391785
136,969.0,238.071428571,0.0800862960804,8.02172956401
137,970.0,236.85,0.0775975642542,12.2241436682
138,971.0,235.728571429,0.0808206019864,38.36894265
139,972.0,234.707142857,0.10471843021,28.4826652072
140,973.0,234.085714286,0.110608563497,1.64616982816
141,974.0,232.664285714,0.0983200900324,5.42059912633
142,975.0,231.242857143,0.0947616682527,1.59218998398
