,channel,pick 1618401693.1,uncertainty,snr 3.9428404896359015
0,919.0,,,1.56165829304
1,920.0,346.101537073,0.216443059234,1.17887426102
2,921.0,344.403273059,0.206267342866,1.155563307
3,922.0,344.207097651,0.184520114875,0.85966294673
4,923.0,343.450614829,0.162772886883,1.32000153956
5,924.0,343.928571429,0.113334535967,2.22958607869
6,925.0,341.507142857,0.151176796668,1.84002572539
7,926.0,339.978575197,0.193839126287,0.924591597902
8,927.0,338.767968659,0.236501455906,1.44805918078
9,928.0,336.762208414,0.203441285862,1.05669206948
10,929.0,334.848179633,0.170381115819,1.1989132464
11,930.0,334.412767485,0.146142128463,0.94024738123
12,931.0,333.842857143,0.121903141108,1.63337893288
13,932.0,332.921428571,0.117441465891,2.57405679214
14,933.0,331.5,0.13073913181,2.71210423546
15,934.0,330.378571429,0.0851413428989,1.76990730447
16,935.0,330.185004854,0.367889474882,1.23972881311
17,936.0,328.328571429,0.180039490739,2.09615083189
18,937.0,326.680333183,0.144362013277,1.14179839093
19,938.0,324.435714286,0.115278663327,2.51878765856
20,939.0,323.014285714,0.185517601107,1.67753629303
21,940.0,323.1732688,0.318595450655,1.37109903656
22,941.0,324.910356458,0.225901505735,0.995642909811
23,942.0,326.917238288,0.133207560814,1.45724829707
24,943.0,327.421318174,0.126640546415,0.985268256959
25,944.0,327.65,0.120073532017,1.99759707131
26,945.0,327.422910954,0.140390673275,0.887027386066
27,946.0,326.928571429,0.160707814534,2.64536025091
28,947.0,326.107142857,0.243340199911,1.76001923227
29,948.0,324.306522607,0.320348619905,1.22615176569
30,949.0,325.757142857,0.264533218174,1.57648132385
31,950.0,324.335714286,0.254460942551,1.60375069671
32,951.0,325.614285714,0.106719846047,3.23106677033
33,952.0,325.492857143,0.202627814313,2.61230388861
34,953.0,324.424331365,0.448222285113,1.26375743998
35,954.0,322.892836616,0.156650224888,1.4803511605
36,955.0,323.128571429,0.107936962223,4.54320928975
37,956.0,320.707142857,0.0966568231249,3.86785210546
38,957.0,320.285714286,0.112695641355,5.82210886082
39,958.0,318.864285714,0.104987296038,2.53962212586
40,959.0,317.642857143,0.0919481434569,8.60627858308
41,960.0,316.221428571,0.138528820361,7.36605098116
42,961.0,315.707354621,0.158921147675,0.705197160289
43,962.0,315.7,0.179313474989,2.46919791767
44,963.0,313.64539525,0.116255046721,1.46867445223
45,964.0,311.392857143,0.125045073936,3.10761271584
46,965.0,310.671428571,0.141105353434,2.43792550339
47,966.0,309.45,0.124795788896,3.1153584027
48,967.0,308.028571429,0.123193573888,7.57405728525
49,968.0,308.207142857,0.147237811932,4.11634953254
50,969.0,307.885714286,0.135921851202,2.56479866629
51,970.0,306.464285714,0.131693134699,4.80427155882
52,971.0,305.042857143,0.127888835637,2.92312070218
53,972.0,304.021428571,0.118705774767,20.6013005508
54,973.0,302.6,0.13191768776,5.49244899698
55,974.0,303.178571429,0.122994713667,3.36831862804
56,975.0,300.757142857,0.118862833453,5.96702261016
57,976.0,299.335714286,0.127885482673,4.55368078909
58,977.0,299.814285714,0.125051170268,3.23504858006
59,978.0,298.792857143,0.112310252366,17.4005738461
60,979.0,297.671428571,0.119951731088,9.64096754111
61,980.0,296.75,0.136887713929,2.81471816876
62,981.0,293.471428571,0.150996327508,3.76377074863
63,982.0,293.05,0.13916361883,2.62554198637
64,983.0,292.628571429,0.120445872144,3.99899129015
65,984.0,291.207142857,0.117603018327,4.58092657603
66,985.0,291.785714286,0.114942398496,30.2200541293
67,986.0,291.364285714,0.117839398792,9.60691823994
68,987.0,290.042857143,0.134011643362,14.709410057
69,988.0,289.621428571,0.135236357599,3.12548141796
70,989.0,287.2,0.108814725038,10.9063383635
71,990.0,285.778571429,0.106627404899,4.55713646147
72,991.0,284.657142857,0.0942798473015,5.49063280329
73,992.0,283.635714286,0.0990961743078,6.47215405678
74,993.0,283.014285714,0.097488179909,6.27798245249
75,994.0,281.992857143,0.0961855057042,5.34030097615
76,995.0,280.671428571,0.112876373934,5.39504422716
77,996.0,278.35,0.12674821554,2.19773126781
78,997.0,277.46344143,0.118022297559,1.0776117825
79,998.0,276.628571429,0.109296379578,1.53468124832
80,999.0,276.307142857,0.124299046393,2.9012937334
81,1000.0,273.985714286,0.128156443869,1.96799605774
82,1001.0,274.364285714,0.0945549685415,11.2745813618
83,1002.0,273.442857143,0.147672186505,5.71159853363
84,1003.0,270.355505635,0.182934951149,1.3651975399
85,1004.0,267.709241064,0.130861717533,1.38996733159
86,1005.0,266.664285714,0.232023103787,1.51977659178
87,1006.0,266.385714286,0.144338137213,2.66874900414
88,1007.0,267.239292103,0.162230892674,1.38490228236
89,1008.0,265.999332198,0.141077664002,1.09318413232
90,1009.0,264.692857143,0.119924435329,2.77258413229
91,1010.0,264.471428571,0.0971059194819,1.70241927082
92,1011.0,264.492857143,0.224449105632,1.63141325971
93,1012.0,262.945761277,0.135531275574,1.39030715255
94,1013.0,264.522442635,0.15001257959,1.38611179588
95,1014.0,262.896243355,0.157800286526,1.25665563836
96,1015.0,263.204791288,0.158493031817,1.09218096789
97,1016.0,263.942857143,0.159185777109,2.91047125411
98,1017.0,265.320276304,0.109231622933,1.26227905043
99,1018.0,265.05,0.183505614227,1.83807505845
100,1019.0,266.117810795,0.158302499452,0.508457661463
101,1020.0,267.026272175,0.133099384676,0.55086119369
102,1021.0,267.728571429,0.1078962699,1.71524028098
103,1022.0,268.007142857,0.132754519248,2.45924037425
104,1023.0,267.685714286,0.226909220643,1.79321338429
105,1024.0,269.619395618,0.451827227019,1.27548346805
106,1025.0,268.035826405,0.151996793588,1.33273267784
107,1026.0,268.181845096,0.186809487661,1.17844001731
108,1027.0,269.732861573,0.138287004424,1.38997854687
109,1028.0,269.364285714,0.106537598093,3.1867108566
110,1029.0,269.242857143,0.0945597007239,4.92628588728
111,1030.0,268.621428571,0.0991211389832,4.41295885827
112,1031.0,267.290544489,0.0947997988626,0.749687423611
113,1032.0,266.2,0.090478458742,5.42843306445
114,1033.0,265.578571429,0.115093390481,5.65442992481
115,1034.0,265.057142857,0.122855186992,1.71589095254
116,1035.0,264.535714286,0.113994932416,1.84087604522
117,1036.0,264.514285714,0.107819805423,2.42998741733
118,1037.0,262.292857143,0.0921912306846,6.40970583567
119,1038.0,261.471428571,0.0980593746259,3.29496240657
120,1039.0,259.25,0.0981018757162,3.40757061741
121,1040.0,257.928571429,0.102141947937,2.35309228587
122,1041.0,257.307142857,0.105472876046,2.61541899475
123,1042.0,255.985714286,0.0948721095674,5.13127296339
124,1043.0,255.664285714,0.0912446172921,3.10210286512
125,1044.0,254.542857143,0.138274844659,7.1053419247
126,1045.0,252.091053507,0.148632408155,1.37560184286
127,1046.0,251.85,0.28870973532,5.75658087571
128,1047.0,252.928571429,0.182776378873,2.52657415033
129,1048.0,251.707142857,0.135870820899,2.68918591085
130,1049.0,251.485714286,0.113886173317,2.88774197146
131,1050.0,250.264285714,0.0982734297663,5.95786938633
132,1051.0,249.142857143,0.145232991435,4.06968484426
133,1052.0,248.021428571,0.183964303627,1.58385155186
134,1053.0,249.2,0.121072429799,2.60462880481
135,1054.0,248.278571429,0.0965588497294,2.65318619508
136,1055.0,247.157142857,0.110331347021,4.8487477138
137,1056.0,245.935714286,0.154670611489,1.70560343387
138,1057.0,246.514285714,0.100440278321,1.79174020897
139,1058.0,245.492857143,0.17975306658,1.94223394432
140,1059.0,243.414262418,0.144082621845,0.897234076697
141,1060.0,241.871428571,0.108412177109,1.84366983387
142,1061.0,242.45,0.114708059888,2.4324000329
143,1062.0,241.128571429,0.102177260974,2.10335767624
144,1063.0,240.807142857,0.104476096538,2.44271587829
145,1064.0,239.385714286,0.0989088085817,5.28298333754
146,1065.0,238.164285714,0.095845282677,1.5384311945
147,1066.0,235.742857143,0.111966475117,3.55795308523
148,1067.0,234.321428571,0.117698574692,3.36524227676
149,1068.0,232.9,0.114648624403,5.32551292425
150,1069.0,232.478571429,0.123294035894,6.45940949351
151,1070.0,233.057142857,0.113252271181,1.88682443516
152,1071.0,233.035714286,0.126540533681,18.8318486735
153,1072.0,232.141237373,0.127154898847,1.48263930051
154,1073.0,231.042857143,0.0900434666512,7.46771425126
155,1074.0,228.621428571,0.144657456022,2.91983470128
