,channel,pick 1618406930.25,uncertainty,snr 8.316258264081466
0,216.0,,,1.3093769064
1,217.0,,,1.21386424095
2,218.0,,,0.902038755664
3,219.0,,,1.41002444031
4,220.0,,,1.24415284928
5,221.0,,,0.991274173767
6,222.0,,,1.62708593569
7,223.0,124.534045353,0.0297900737342,1.28025746851
8,224.0,124.467616782,0.0264857750966,1.48321653663
9,225.0,123.054879819,0.023800020369,0.863845458528
10,226.0,120.957142857,0.0211142656414,2.82569149408
11,227.0,119.835714286,0.0213106887903,5.60744959508
12,228.0,119.614285714,0.0219314830579,13.6753233203
13,229.0,117.792857143,0.0215026511578,6.3747373285
14,230.0,116.371428571,0.0193867600021,39.9981458597
15,231.0,114.55,0.0183537724983,47.6494721756
16,232.0,113.528571429,0.0176418475244,23.7730332583
17,233.0,113.307142857,0.0191016219745,12.3170007272
18,234.0,111.585714286,0.0202528520075,10.5236454461
19,235.0,111.164285714,0.0196442390113,13.2533353655
20,236.0,109.142857143,0.0468261179055,10.5545649344
21,237.0,111.421428571,0.0459327532387,2.35707018043
22,238.0,114.7,0.0213424388645,30.16627737
23,239.0,113.978571429,0.0211542307968,8.71538909494
24,240.0,116.157142857,0.0182397825779,17.9769178679
25,241.0,117.735714286,0.0185435464161,18.9348967868
26,242.0,118.314285714,0.0191008180775,5.89796904047
27,243.0,118.992857143,0.0227073724657,5.53757040105
28,244.0,119.807774348,0.0246635155367,1.39727575135
29,245.0,121.3,0.0437127044001,4.44063176065
30,246.0,121.064762749,0.0386530140355,1.10690184613
31,247.0,121.066629095,0.0297123555481,1.06348092016
32,248.0,121.407142857,0.0207716970606,2.31837961398
33,249.0,122.985714286,0.0283573199669,4.55077436199
34,250.0,122.964647923,0.0394867874451,1.21368989186
35,251.0,124.768400456,,1.48844031913
36,252.0,,,1.65835429366
