,channel,pick 1618398483.48,uncertainty,snr 2.5658437512597487
0,189.0,,,1.16484169202
1,190.0,,,1.69281105844
2,191.0,122.7,0.0246267331757,4.15177530083
3,192.0,121.478571429,0.0288184787594,2.14927515108
4,193.0,120.457142857,0.0245920935927,1.50164059744
5,194.0,120.135714286,0.0246651463187,2.45275911588
6,195.0,119.114285714,0.0231619778214,3.39946635362
7,196.0,118.092857143,0.0234879201087,7.0643891107
8,197.0,117.571428571,0.0232005298372,5.94789201417
9,198.0,117.35,0.0266510489858,4.70160146297
10,199.0,116.328571429,0.0713142725849,1.80446693958
11,200.0,116.120205499,0.0745867113748,0.553606787948
12,201.0,116.036809566,0.0778591501647,1.15355199942
13,202.0,114.435714286,0.0275582534162,2.89256153985
14,203.0,114.214285714,0.0506987983875,2.59503205663
15,204.0,113.535714286,0.0402027909008,1.93290339077
16,205.0,114.914285714,0.0258173615587,3.68645705867
17,206.0,114.192857143,0.0627186999799,7.32580331355
18,207.0,115.213900933,0.0692322977904,1.36849774115
19,208.0,115.4,0.0345866398038,1.7672365323
20,209.0,116.178571429,0.0288181449375,1.76126797378
21,210.0,117.510673368,0.0265859219851,0.940615628857
22,211.0,118.557142857,0.0243536990327,1.87350816708
23,212.0,117.835714286,0.0235201547029,4.01390881601
24,213.0,119.414285714,0.0260021613775,4.28836180935
25,214.0,119.792857143,0.0274693369608,1.8964565549
26,215.0,121.371428571,0.0249362450078,5.37710201732
27,216.0,122.25,0.029781330357,2.76778624164
28,217.0,122.028571429,0.0332821594629,1.54938848011
29,218.0,122.616952446,0.0299700481679,0.946593167135
30,219.0,123.707142857,0.0266579368729,2.05106584778
31,220.0,123.40873904,0.030075008301,1.30715472212
32,221.0,124.916488982,0.0270585751317,1.4287208396
33,222.0,125.642857143,0.0251226264706,2.34793445349
34,223.0,126.821428571,0.0306854328746,1.52357647559
35,224.0,126.97027067,,1.16804462778
36,225.0,,,1.84397319476
37,226.0,,,1.11003431351
